n	radius_squared	x	y
241606	4915926782838455673070308181535296178425/3698	11/86	11/86
241607	19454467663171322099667844219313030528125/3698	41/86	21/86
241608	81356246844379177801274580938824232340625/5618	1/2	37/106
241609	446758445096692943507160280023744688035325/7396	19/43	23/86
241610	18366014113945258350998936596044465980725/5618	43/106	27/106
241611	28372659645662084999301440864604740188925/3698	37/86	1/86
241612	18018923753781665874724652582729953213625/3698	21/86	21/86
241613	210718937872975182148175733431686617165625/5618	27/106	21/106
241614	9443083627995232513739506283335578378125/3698	13/86	13/86
241615	809560118019895735371301998873396141467125/15842	69/178	21/178
241616	4414895808904108578423072887561939293625/3698	33/86	31/86
241617	463203144039459410813995829784781011600425/7396	35/86	15/43
241618	114162749596080524035490271353122049252125/5618	9/106	9/106
241619	6977930626323009554117413219933736488625/3698	41/86	25/86
241620	362682027450490261342676134763810354925125/5618	33/106	15/106
241621	47982559683756257690609570102119704719825/5618	33/106	5/106
241622	26218233385486498493966306465681119512125/3698	1/2	35/86
241623	633089612413004690116689978872934678844625/7396	39/86	4/43
241624	20406313321884377817019016026424314914625/5618	49/106	49/106
241625	1029972694252387360900035041766753324384725/7396	18/43	9/86
241626	17194019862243827905805382677509861215625/3698	1/2	31/86
241627	13008535090400331387694845567342990315625/3698	23/86	5/86
241628	42136968656293566398352566637902075718425/5618	21/106	9/106
241629	985962322724620097942480644542307362954125/15842	83/178	15/178
241630	96262617325047320380636834832853169368625/5618	1/2	23/106
241631	135786363246666041762473489554911344783625/5618	31/106	5/106
241632	26011520602246428420026707085578703125/144	1/2	5/12
241633	21364091926207439885461564541365854946625/3698	17/86	11/86
241634	47208202362600386604427512928099259432225/5618	19/106	7/106
241635	8325818192899812209304047960634923585425/3698	37/86	7/86
241636	29257374870454232913419239543883518878125/5618	1/2	41/106
241637	14207466268675766438882454629228084887625/3698	13/86	11/86
241638	2973206086901300974904152081109260014625/3698	35/86	35/86
241639	1152964699262495309818800976749573332219125/15842	71/178	57/178
241640	57096685869276287480689125967178526763625/5618	39/106	1/106
241641	141355097974639211964736339883101496303125/5618	7/106	1/106
241642	739655366423761833649380859232123931375925/7396	19/43	31/86
241643	998318669683740465818225114313175937949625/7396	39/86	1/43
241644	15958903527128081203716088375661640481625/3698	15/86	15/86
241645	38544768861143041123933178614381849821625/5618	41/106	27/106
241646	8679224794051342673861015314424363928725/3698	25/86	25/86
241647	11977329713463601622858095829023081840625/3698	23/86	5/86
241648	36155781023237992931897698678356602907625/5618	41/106	41/106
241649	40225207171385444373145601909464128952025/3698	13/86	1/86
241650	175849972060556233855669599116721517953125/4418	39/94	29/94
241651	81356246844379177801274580938824232340625/5618	49/106	9/106
241652	6285136141492022722287624156960771342125/3698	17/86	17/86
241653	755464182780396953030364048851440058067125/7396	41/86	5/43
241654	25409083980004797063196902607412459303125/3698	33/86	7/86
241655	43748955875696281159913941702966842615625/5618	17/106	5/106
241656	5249545038805876316963479781136786681925/3698	5/86	5/86
241657	5930739863463459163289364007754879823625/3698	19/86	17/86
241658	8893571304460597883435015142497176936225/5618	1/2	23/106
241659	61817826391817510011646260534107154087625/3698	35/86	23/86
241660	30440627453354931635185167587057022678125/3698	31/86	31/86
241661	15339918290244118496931536185381036728925/5618	49/106	11/106
241662	49088109042358255094977291624987649495125/3698	15/86	7/86
241663	766170484596175262867785277122152781480225/7396	19/43	25/86
241664	438560552367193648992359279600640625/98	1/2	5/14
241665	13349901038086560883890351976448437140625/324	4/9	1/6
241666	26379992261714133202068052453911772665625/3698	3/86	3/86
241667	3863661503432446847665838461565326628125/3698	41/86	21/86
241668	58031499518278573063239032852309413524125/3698	37/86	37/86
241669	96262617325047320380636834832853169368625/5618	19/106	3/106
241670	141448991254715559754603383480745784603125/3698	1/2	33/86
241671	16244553460182478678166352084365418004625/5618	21/106	3/106
241672	37689613603609162509090033810646223408525/5618	45/106	1/106
241673	1152964699262495309818800976749573332219125/15842	37/178	35/178
241674	24631996514213153057790669518298839514925/5618	47/106	1/106
241675	29257374870454232913419239543883518878125/5618	33/106	3/106
241676	6977930626323009554117413219933736488625/3698	11/86	11/86
241677	30603900525858646564782720747908767390625/324	5/18	1/9
241678	6756498005891923073056304916324072841625/3698	1/2	25/86
241679	5993390187296199382236403125433443286025/3698	7/86	1/86
241680	188873609003716999347391397922163390625/144	5/12	1/3
241681	701531732673870062021197003615954644125125/7396	39/86	19/43
241682	36679042538743661874526364391214662091025/5618	1/2	1/106
241683	73222515649604340014947420161149061197125/5618	21/106	17/106
241684	23866955287809755310559948098110496837125/5618	1/2	9/106
241685	42476832659608791904698159101568381612125/5618	51/106	25/106
241686	18664945379751214756288559271720723839125/5618	49/106	49/106
241687	31730047882005188628775233012185784462625/5618	47/106	45/106
241688	10041469892076189550243040731476917828125/1024	7/16	5/32
241689	120260311128084196532446730013917091546325/5618	41/106	1/106
241690	8436870566942764044593624273751821527625/3698	23/86	9/86
241691	812062681448702726586289100376146297329625/7396	5/43	7/86
241692	38648496910454714514995711283342521815625/3698	19/86	1/86
241693	91630598957827503632690119543119905550125/5618	29/106	11/106
241694	8893571304460597883435015142497176936225/5618	19/106	3/106
241695	173305551166306793795478094699729972714625/3698	27/86	23/86
241696	12957911684796906575745718161711871615625/3698	1/2	39/86
241697	33938554849726910179566317870904881898625/5618	49/106	3/106
241698	23970734862824880492480852886935112279625/5618	13/106	13/106
241699	1326677864145334537262768652642661249324625/5618	51/106	23/106
241700	247525739248167353702442237087876419290625/5618	51/106	5/106
241701	48337904895742082225754755074508855115625/3698	11/86	9/86
241702	14207466268675766438882454629228084887625/3698	39/86	39/86
241703	221535122702502443692726004297072311317125/5618	41/106	37/106
241704	73307564816086580699054991203826078125/162	1/2	7/18
241705	1686646206894400878206172473151053712261625/15842	87/178	25/178
241706	21364091926207439885461564541365854946625/3698	1/2	25/86
241707	63235128958423784688803161455818532857125/5618	33/106	19/106
241708	29406854968571309614027199058406457090525/5618	31/106	31/106
241709	108021220892550832285244159375886824565625/3698	41/86	13/86
241710	34839241044888494917677946222047051720725/5618	37/106	31/106
241711	17084902600885945605116898418985075911625/3698	27/86	1/86
241712	32332714208172327228610232050757420081425/5618	7/106	7/106
241713	90765591559235783437820757560641942002625/5618	43/106	29/106
241714	21544829059331627102431932844636287540625/5618	1/2	3/106
241715	36679042538743661874526364391214662091025/5618	37/106	13/106
241716	3534669897303263390765880371104141734125/3698	39/86	33/86
241717	11830897606851254065119974272129272071125/5618	11/106	5/106
241718	18890725064556095114428744279103676141125/5618	1/2	17/106
241719	207323911662972543023779395679462135906625/5618	49/106	23/106
241720	145566532705496605788138175166034240687125/5618	1/2	13/106
241721	934083688256368425122146286582569443282625/7396	9/86	1/43
241722	18664945379751214756288559271720723839125/5618	43/106	41/106
241723	42667093671902985837615478641349238653525/5618	21/106	9/106
241724	28189753416477798256988859633965750448025/3698	1/2	15/86
241725	241155366713333918180087071181742940324225/3698	25/86	3/86
241726	5930739863463459163289364007754879823625/3698	29/86	29/86
241727	15407729961363471770972262245003746628125/5618	35/106	29/106
241728	26571465297339477030932444839425265625/256	1/2	5/16
241729	76732430569292268059573553526210286810425/5618	49/106	27/106
241730	9980994870071500681409602146819975862925/5618	43/106	43/106
241731	291830678884101071205418291038751135961525/5618	31/106	5/106
241732	118113517704800613333518154688762362816125/5618	47/106	13/106
241733	202189329836824288861318365801082996129625/5618	29/106	9/106
241734	303864933683445445275744818504266646722825/5618	1/2	35/106
241735	407676645510504324718189468645138136102125/5618	27/106	23/106
241736	18019380000330427404692503204661567161925/5618	49/106	13/106
241737	11962321602483945616873216291352184605125/5618	45/106	39/106
241738	14322121098030706053531280831777794572125/5618	27/106	27/106
241739	5512900984175596722279588424364908651625/3698	39/86	29/86
241740	8474439872169510489079214747190246803125/3698	1/2	17/86
241741	10599399855423329888391229876562811325925/3698	39/86	17/86
241742	14577036990151394163973368014625550362925/5618	45/106	3/106
241743	393514142348194689593646975238533818045125/5618	25/106	23/106
241744	39979532786456028884517880683216966050125/3698	1/2	7/86
241745	21544829059331627102431932844636287540625/5618	39/106	5/106
241746	24626646172302373516731617533594120078625/5618	25/106	25/106
241747	31730047882005188628775233012185784462625/5618	41/106	3/106
241748	49498757643035702302917414026299132836125/5618	1/2	35/106
241749	1226605343578439620588001257720555005934825/7396	16/43	23/86
241750	17575379681854175114079961779983947527625/5618	1/2	11/106
241751	837853435220853967157023324131503999629025/7396	4/43	3/86
241752	9174309218927818549105734377005361657825/3698	1/2	25/86
241753	45793850891908601717500930438745966944625/5618	25/106	23/106
241754	53207415741620976498032857880376310829125/5618	21/106	19/106
241755	160247611535774663122344624672062004814325/5618	31/106	17/106
241756	14560472900761001678456539286758993931125/5618	29/106	29/106
241757	82738799271935589980788962131551105251625/5618	49/106	25/106
241758	15051481869771252770487354447431405665625/5618	45/106	45/106
241759	363874439475557191586715353780752533435125/5618	41/106	9/106
241760	89792371493570376738923779340044890625/144	1/12	0
241761	117040040055993754548590470958627725322125/5618	29/106	11/106
241762	24992001708824687438821042099778093547125/5618	39/106	1/106
241763	14322121098030706053531280831777794572125/5618	41/106	25/106
241764	107506611459024461423748389445921479832625/5618	1/2	51/106
241765	71241067541373482536532057997435766123625/5618	33/106	3/106
241766	25112974642909144829643386827455505920325/3698	13/86	13/86
241767	5248610038911751400099533003668056585125/3698	25/86	15/86
241768	8401276279000523829191205517924981716625/3698	27/86	3/86
241769	17703437577383244069226009055147571340625/5618	51/106	31/106
241770	29373439551246182576770706422421323017125/5618	43/106	9/106
241771	137723740243845535421705200779744369353125/5618	35/106	13/106
241772	45906633627329879025233493800659866003125/5618	1/2	11/106
241773	11830897606851254065119974272129272071125/5618	43/106	29/106
241774	41005774866862866629269276258361080397125/5618	1/2	13/106
241775	29749289995473471188741480358017452978625/5618	29/106	21/106
241776	23316026239319337392044664900544640625/144	1/3	1/12
241777	45450177403737782709864122736376103006225/5618	31/106	23/106
241778	29390983085383291864886723613806687979125/5618	45/106	45/106
241779	20947122107406385119502880929398366928625/5618	25/106	17/106
241780	16757312147760272218064723171573417865625/5618	31/106	31/106
241781	203718088094443757863368565002800853429625/5618	27/106	3/106
241782	15415871132238842462117527836044263404125/3698	1/2	9/86
241783	349427942899847794872043119393264263119625/5618	29/106	23/106
241784	7461049752064259969324677132967430315625/5618	27/106	23/106
241785	78326554855405777258057741092721674090625/5618	35/106	15/106
241786	28363464552349465697340195026807982397625/5618	17/106	13/106
241787	77969588017873258424709273529648633740625/5618	37/106	17/106
241788	6935353769533493762311709056075780179625/5618	1/2	31/106
241789	959525811939058609963756324976323830434225/7396	20/43	35/86
241790	13628871167762607529437477043119662472725/5618	37/106	37/106
241791	149806266159441318267287052523945039377625/5618	29/106	3/106
241792	27212626707052833772158915796968265625/256	1/2	5/16
241793	164705917846187862013224761390655201624925/5618	37/106	31/106
241794	3534669897303263390765880371104141734125/3698	31/86	31/86
241795	60621385563710476992222948584018563652125/5618	21/106	3/106
241796	8893571304460597883435015142497176936225/5618	25/106	13/106
241797	45908881500001591700291876447760535695725/5618	41/106	25/106
241798	9989353562765936055659502874290519207125/3698	9/86	5/86
241799	993112721902839727923560112919024816078525/7396	6/43	1/86
241800	11962321602483945616873216291352184605125/5618	43/106	1/106
241801	2245948576020005314502519821760729554669625/15842	83/178	7/178
241802	52443760815413099886673772041359259149125/5618	1/2	33/106
241803	16757312147760272218064723171573417865625/5618	51/106	13/106
241804	28957865285799310779767626207317146689625/5618	33/106	19/106
241805	1015975956815830862393128974721315257488225/7396	18/43	33/86
241806	18943113509235822982879958805663632160125/5618	33/106	9/106
241807	158244182916280973364194227830021467365625/5618	43/106	25/106
241808	21897706199666832866320377207970184260525/5618	1/2	21/106
241809	13628871167762607529437477043119662472725/5618	13/106	5/106
241810	8654817712394541564416625474242219166125/5618	43/106	43/106
241811	68988863561828176390473749475685791246625/5618	33/106	5/106
241812	4395358933093950113674038014026442515625/1058	1/2	7/46
241813	49792561968815747913391664648215848626125/5618	49/106	7/106
241814	34388333579935367252819373914823196540625/5618	19/106	19/106
241815	6935353769533493762311709056075780179625/5618	21/106	19/106
241816	12540522902967567919595516495532312692125/5618	1/2	13/106
241817	13064982316933485797813080918427683653125/5618	29/106	1/106
241818	33412268343181461256153332733547450553125/5618	1/106	1/106
241819	8065094655068361524498231798241970616125/5618	35/106	33/106
241820	42299295789632004507747690264134641029625/5618	1/2	33/106
241821	92336361490557589594174824257789762913625/5618	47/106	11/106
241822	16270046442883573248843253743274264422125/5618	23/106	23/106
241823	453347033725081339815401667911707166649625/5618	39/106	31/106
241824	10380359174039551546978218168178140625/256	1/2	7/16
241825	62347303630340895573427617405392767314625/5618	23/106	13/106
241826	6578085284364347546919389898296728503125/5618	31/106	31/106
241827	7808907618868703302587110078628084187625/3698	37/86	21/86
241828	14051810092000792012833603416479203750125/5618	47/106	43/106
241829	7461049752064259969324677132967430315625/5618	17/106	11/106
241830	10477256373727160804261138326602547707125/5618	41/106	37/106
241831	135009828431564530742592451550633663925125/5618	33/106	9/106
241832	33272504239557374277039593435914543904125/5618	49/106	27/106
241833	34388333579935367252819373914823196540625/5618	49/106	21/106
241834	6130749583105434096095326183394881703125/324	7/18	1/3
241835	14473625304444787711400306144303380515625/324	1/3	1/18
241836	12857156948470503942514871369250001882625/5618	43/106	9/106
241837	74238089861389384536170091279275291231125/5618	25/106	5/106
241838	17044164748486831726081024345359973090625/5618	3/106	3/106
241839	9980994870071500681409602146819975862925/5618	49/106	5/106
241840	105096320599436972906155242719767015625/144	5/12	1/3
241841	43293582530880012229662447812488936103125/5618	45/106	11/106
241842	7783344623450252824952442041098146315125/5618	25/106	25/106
241843	6583148570226100422846943644813024340625/3698	17/86	7/86
241844	6578085284364347546919389898296728503125/5618	51/106	13/106
241845	18015465991818514854521787323233282473625/5618	17/106	5/106
241846	31092323167482740589195231726233908038425/5618	1/2	25/106
241847	729863826919595947038940686451837408090625/5618	51/106	49/106
241848	1281190730583639712548853377823232140625/1058	1/2	15/46
241849	7783344623450252824952442041098146315125/5618	31/106	17/106
241850	8012019579909005320905576367401948246625/5618	1/2	37/106
241851	501390352924098653466270195844817307427625/5618	29/106	1/106
241852	2592917577478633585393988484798879578125/1024	7/16	3/32
241853	22470279727176603230928379515994844009225/5618	49/106	43/106
241854	16179579799420249146962502097333865740625/5618	1/2	9/106
241855	6425990826922397314620675680995070040625/5618	29/106	21/106
241856	4071067272754829910791490465155265625/196	5/14	0
241857	17536197917037936925796036135746969824625/5618	51/106	23/106
241858	56615700817635164312610018892833622686625/5618	17/106	5/106
241859	14239995672460032449199417309085075210025/5618	47/106	1/106
241860	8401276279000523829191205517924981716625/3698	5/86	5/86
241861	255584536886636229506330311083878561703125/4418	43/94	37/94
241862	4854569489334387490957977697869638065625/5618	1/106	1/106
241863	8373317844019715336753021935251657603125/5618	51/106	27/106
241864	1645766314993143661454930813521183703125/882	19/42	13/42
241865	25622220863153452064291795221645089559625/5618	29/106	11/106
241866	18009240198650466012530871944023890625/162	7/18	7/18
241867	13300216231889958178807817531592655440625/5618	41/106	21/106
241868	16179579799420249146962502097333865740625/5618	15/106	11/106
241869	9473844813158905022227180583961092121125/5618	25/106	15/106
241870	11394972260476985108284011756669924148625/5618	3/106	3/106
241871	11902248740096036806200769516891911557125/5618	47/106	31/106
241872	11987742492059383118936579418568890625/196	3/7	3/14
241873	38191849697477775859648197247719658494625/5618	27/106	7/106
241874	17209520225034677858414188453890260772625/5618	51/106	5/106
241875	4854569489334387490957977697869638065625/5618	29/106	3/106
241876	6935353769533493762311709056075780179625/5618	47/106	17/106
241877	18768312567327489010476502432907284259125/5618	11/106	3/106
241878	13262995431715289206499558196324503748625/5618	1/2	7/106
241879	204367225714781191666795360187619392072125/5618	11/106	5/106
241880	1391484824264589275994083134178854890625/882	19/42	11/42
241881	11394972260476985108284011756669924148625/5618	19/106	9/106
241882	5631300607627889489511254129528780156125/5618	31/106	5/106
241883	25330830482557777537656328999457639565625/5618	41/106	23/106
241884	347683729860987728684261325580282328125/1058	13/46	13/46
241885	8884187975514770342512895024530824884125/5618	37/106	17/106
241886	8520607113304154876211021814572272490625/5618	35/106	13/106
241887	19519422394947050122116103316483764578125/1458	7/18	5/54
241888	4123704329412972532361209957221453125/256	3/8	1/16
241889	12217747766311862160555713075842224292625/5618	37/106	25/106
241890	11433616751478697591809963962348710128125/5618	35/106	31/106
241891	5073513831403696779140780450417852614625/5618	29/106	25/106
241892	4473097993367756331905185130841775382125/5618	3/106	3/106
241893	6578085284364347546919389898296728503125/5618	23/106	11/106
241894	18157869032537135505543070039365954128125/5618	19/106	9/106
241895	31929992132243930387323551753065779224025/3698	21/86	19/86
241896	462755070621328349611654139748723390625/1058	21/46	21/46
241897	41064757166751832904350243178914213326625/5618	43/106	9/106
241898	11590032028971045573735096554844781701625/5618	51/106	51/106
241899	6333118572380393833381727250520289253125/5618	29/106	1/106
241900	6930530769357856694112501232562141216125/5618	1/2	13/106
241901	4473097993367756331905185130841775382125/5618	19/106	9/106
241902	235678232993018527497385193849721578125/1058	13/46	7/46
241903	32021398460571609287985065070432372753125/5618	43/106	41/106
241904	6159005451338574362492545478533390625/196	2/7	1/14
241905	5631300607627889489511254129528780156125/5618	47/106	7/106
241906	11002114263605769419934501426187028703625/5618	1/2	47/106
241907	3420604347869460724398082747114298821625/5618	45/106	3/106
241908	297608279618921206255822179094903890625/1058	1/2	11/46
241909	18460987163959261865039356649467267119125/5618	21/106	5/106
241910	3301107252747383493851424834551353884625/5618	17/106	17/106
241911	923902667354825891987775079060754890625/1058	15/46	7/46
241912	618032023542267016457183836291273703125/1922	1/2	21/62
241913	5693856133933406428992054915971127170125/5618	35/106	19/106
241914	297608279618921206255822179094903890625/1058	21/46	5/46
241915	9755594844777013721772970341104916422125/5618	29/106	15/106
241916	579605161974872176055700903464873265625/1922	21/62	9/62
241917	1414470455330839639945885740508943328125/1058	21/46	13/46
241918	918678606754161174235009748426349015625/1058	19/46	13/46
241919	3301107252747383493851424834551353884625/5618	51/106	37/106
241920	12404089303673599132288390625/2	1/2	1/2
241921	10532541177855053586685959548139848528125/5618	39/106	9/106
241922	3420604347869460724398082747114298821625/5618	17/106	7/106
241923	1414470455330839639945885740508943328125/1058	7/46	3/46
241924	579605161974872176055700903464873265625/1922	5/62	1/62
241925	7454149359229980884959983789954281247125/5618	45/106	19/106
241926	297608279618921206255822179094903890625/1058	19/46	17/46
241927	5794012837046825315823494833909145293625/5618	41/106	9/106
241928	618032023542267016457183836291273703125/1922	9/62	9/62
241929	923902667354825891987775079060754890625/1058	9/46	3/46
241930	5543975807346371513342542578040474240625/5618	15/106	11/106
241931	18460987163959261865039356649467267119125/5618	23/106	19/106
241932	297608279618921206255822179094903890625/1058	7/46	7/46
241933	12794313872156935479290347812353241524125/5618	51/106	21/106
241934	4137586918601924107678030222491968443625/5618	1/2	45/106
241935	10145847806357104592337211477718634335125/5618	37/106	31/106
241936	6159005451338574362492545478533390625/196	3/7	3/14
241937	5476921412484627865076698965032721234625/5618	41/106	21/106
241938	235678232993018527497385193849721578125/1058	19/46	15/46
241939	6301517611094722423778837447098267509125/5618	33/106	1/106
241940	8703798371951018660431414922509894429625/5618	47/106	47/106
241941	3301107252747383493851424834551353884625/5618	35/106	25/106
241942	5241873526062541357475952708892177874125/5618	23/106	19/106
241943	4818807584954787735830875694839851624625/5618	47/106	11/106
241944	462755070621328349611654139748723390625/1058	1/2	13/46
241945	5415791395615819570837512691843006628125/5618	17/106	7/106
241946	3769903548995532629072928953067522483625/5618	1/2	47/106
241947	18009240198650466012530871944023890625/162	5/18	1/18
241948	4306520629218667806699574530353796692125/5618	35/106	3/106
241949	6582045864866862761022202053753979743625/5618	33/106	5/106
241950	3769903548995532629072928953067522483625/5618	43/106	25/106
241951	5516959478538998332363817497457129797625/5618	17/106	15/106
241952	4123704329412972532361209957221453125/256	1/8	1/16
241953	2882867419820113186938122140581046605125/5618	11/106	5/106
241954	3234079694315964539661548188164524364125/5618	1/2	33/106
241955	4137586918601924107678030222491968443625/5618	11/106	7/106
241956	347683729860987728684261325580282328125/1058	1/2	19/46
241957	3234079694315964539661548188164524364125/5618	51/106	5/106
241958	2882867419820113186938122140581046605125/5618	43/106	29/106
241959	3816049937218531328374739712098610824125/5618	49/106	5/106
241960	4592035809056369539740430300322004207625/5618	1/2	9/106
241961	3769903548995532629072928953067522483625/5618	45/106	5/106
241962	4053575001472951029349542299192639135125/5618	39/106	39/106
241963	5967380103167233553767210422275008872625/5618	43/106	13/106
241964	3760898106059741568746687259539741002625/5618	17/106	11/106
241965	3234079694315964539661548188164524364125/5618	9/106	1/106
241966	5589401052652323104932921949260720053625/5618	39/106	23/106
241967	5057319253527649246584837099612981052625/5618	23/106	3/106
241968	11987742492059383118936579418568890625/196	2/7	1/14
241969	2882867419820113186938122140581046605125/5618	37/106	7/106
241970	3301107252747383493851424834551353884625/5618	23/106	7/106
241971	4053575001472951029349542299192639135125/5618	7/106	5/106
241972	3409685831563890216023261211956263243625/5618	31/106	19/106
241973	4430715698918160535629731343577581695125/5618	15/106	5/106
241974	3816049937218531328374739712098610824125/5618	27/106	1/106
241975	4972462596602477107671794564626368976625/5618	21/106	11/106
241976	3234079694315964539661548188164524364125/5618	27/106	25/106
241977	3882705831318418338477355252921293982625/5618	47/106	17/106
241978	4163207562296241644978678054377536888625/5618	49/106	19/106
241979	3882705831318418338477355252921293982625/5618	35/106	1/106
241980	3409685831563890216023261211956263243625/5618	27/106	13/106
241981	3760898106059741568746687259539741002625/5618	33/106	13/106
241982	4163207562296241644978678054377536888625/5618	13/106	7/106
241983	2882867419820113186938122140581046605125/5618	51/106	47/106
241984	4071067272754829910791490465155265625/196	1/2	1/7
241985	3882705831318418338477355252921293982625/5618	49/106	37/106
241986	4163207562296241644978678054377536888625/5618	37/106	11/106
241987	4708685979807181531838834408674773815125/5618	23/106	17/106
241988	3234079694315964539661548188164524364125/5618	49/106	15/106
241989	3420604347869460724398082747114298821625/5618	51/106	49/106
241990	3409685831563890216023261211956263243625/5618	5/106	5/106
241991	3760898106059741568746687259539741002625/5618	41/106	1/106
241992	4508108112873062903064311803727408449625/5618	41/106	39/106
241993	3816049937218531328374739712098610824125/5618	21/106	17/106
241994	4282641195917740399093048497857392933625/5618	51/106	45/106
241995	2882867419820113186938122140581046605125/5618	49/106	17/106
241996	5300828848080012884534016852790374253625/5618	49/106	27/106
241997	7795336541294136594902965959985844490625/5618	37/106	33/106
241998	3234079694315964539661548188164524364125/5618	47/106	29/106
241999	4818807584954787735830875694839851624625/5618	41/106	15/106
242000	3760898106059741568746687259539741002625/5618	29/106	29/106
242001	4641658421375762577648957762287944294625/5618	37/106	15/106
242002	4615920666417175449606126201970808726125/5618	1/2	51/106
242003	2882867419820113186938122140581046605125/5618	45/106	33/106
242004	3816049937218531328374739712098610824125/5618	15/106	9/106
242005	3816049937218531328374739712098610824125/5618	51/106	39/106
242006	2882867419820113186938122140581046605125/5618	1/2	27/106
242007	6590642067920281671026420690099456816125/5618	25/106	17/106
242008	5476921412484627865076698965032721234625/5618	27/106	11/106
242009	5410690585864054602348193367874112580125/5618	31/106	27/106
242010	3769903548995532629072928953067522483625/5618	27/106	7/106
242011	4755999550464653734796394394359594653125/5618	17/106	9/106
242012	5578244841873844877134348217169682963625/5618	1/106	1/106
242013	23400175910172634946795016150269416815125/5618	47/106	37/106
242014	3838844180796731031311385441084606101125/5618	41/106	19/106
242015	6301517611094722423778837447098267509125/5618	27/106	19/106
242016	10380359174039551546978218168178140625/256	7/16	0
242017	4275930871008355800760570423277928186125/5618	45/106	35/106
242018	6825968266729062614189643768070506315625/5618	49/106	29/106
242019	9721178307220930172283096054908139982625/5618	51/106	39/106
242020	3420604347869460724398082747114298821625/5618	37/106	33/106
242021	4755999550464653734796394394359594653125/5618	35/106	29/106
242022	4275930871008355800760570423277928186125/5618	1/2	21/106
242023	16179579799420249146962502097333865740625/5618	33/106	23/106
242024	5081475823135557261100042000048409232125/5618	5/106	3/106
242025	4430715698918160535629731343577581695125/5618	39/106	1/106
242026	5476921412484627865076698965032721234625/5618	1/106	1/106
242027	11423042308240335790568983648857520569625/5618	45/106	31/106
242028	28846659079254286267859184264321453125/162	1/2	5/18
242029	5794012837046825315823494833909145293625/5618	25/106	17/106
242030	5410690585864054602348193367874112580125/5618	1/2	43/106
242031	3301107252747383493851424834551353884625/5618	43/106	1/106
242032	9692120688118061280921206897205083553125/5618	1/2	49/106
242033	5543975807346371513342542578040474240625/5618	39/106	37/106
242034	3838844180796731031311385441084606101125/5618	1/2	9/106
242035	6916112440582778252980065116428180829125/5618	43/106	17/106
242036	5794012837046825315823494833909145293625/5618	1/2	15/106
242037	8389052376247937869695822744685550697625/5618	17/106	3/106
242038	7338557571574098708412960984805020815625/5618	21/106	21/106
242039	6930530769357856694112501232562141216125/5618	41/106	5/106
242040	6825968266729062614189643768070506315625/5618	39/106	5/106
242041	5081475823135557261100042000048409232125/5618	17/106	13/106
242042	6719512732749750157535133800279659430125/5618	1/2	13/106
242043	29439636120998408316170464512492476550125/5618	15/106	9/106
242044	6288133633835817354059662387173423803125/5618	41/106	27/106
242045	3301107252747383493851424834551353884625/5618	45/106	39/106
242046	16227257655079525378469777910906789565625/5618	1/2	13/106
242047	6333118572380393833381727250520289253125/5618	41/106	3/106
242048	27212626707052833772158915796968265625/256	5/16	0
242049	11002114263605769419934501426187028703625/5618	27/106	7/106
242050	7774859391005514362430775494397122887125/5618	1/2	43/106
242051	5899968573170814806512129302069629511125/5618	33/106	27/106
242052	6288133633835817354059662387173423803125/5618	1/2	5/106
242053	33073766487736554565645546107279965908625/5618	29/106	17/106
242054	6425990826922397314620675680995070040625/5618	51/106	35/106
242055	34737276811304401809102036605865955970125/5618	41/106	3/106
242056	3420604347869460724398082747114298821625/5618	13/106	13/106
242057	7454149359229980884959983789954281247125/5618	33/106	5/106
242058	7956897920388315591688519658638400853125/5618	25/106	17/106
242059	5693856133933406428992054915971127170125/5618	47/106	15/106
242060	6900525534141282039392664038976244443625/5618	15/106	1/106
242061	39067246476640150190142752285213747386625/5618	29/106	11/106
242062	11367414166631821137043452121496988815125/5618	13/106	3/106
242063	8520607113304154876211021814572272490625/5618	11/106	1/106
242064	23316026239319337392044664900544640625/144	5/12	1/3
242065	18444836964393609492831340431640138972625/5618	37/106	17/106
242066	4473097993367756331905185130841775382125/5618	43/106	17/106
242067	4854569489334387490957977697869638065625/5618	25/106	15/106
242068	5693856133933406428992054915971127170125/5618	1/2	7/106
242069	27881250461289969223655844654665734419625/5618	23/106	13/106
242070	17209520225034677858414188453890260772625/5618	47/106	29/106
242071	84253609519854434623432814536063562789125/5618	51/106	15/106
242072	6336404865629212830171975076967135670125/3698	1/2	39/86
242073	16179579799420249146962502097333865740625/5618	45/106	21/106
242074	8389052376247937869695822744685550697625/5618	49/106	21/106
242075	21427420819023832164366173535536161374625/5618	45/106	21/106
242076	5899968573170814806512129302069629511125/5618	35/106	13/106
242077	8065094655068361524498231798241970616125/5618	45/106	17/106
242078	42706576179460729291773995328251243336825/5618	1/2	11/106
242079	20857443720830067876542437242785339806325/5618	51/106	37/106
242080	89792371493570376738923779340044890625/144	5/12	0
242081	17188970419324566773396801232865451440625/5618	47/106	31/106
242082	5073513831403696779140780450417852614625/5618	13/106	5/106
242083	34739440835096784229450607357638588664125/5618	45/106	7/106
242084	18768312567327489010476502432907284259125/5618	1/2	17/106
242085	11433616751478697591809963962348710128125/5618	25/106	17/106
242086	9881636371690809055198726176881852103125/5618	1/2	7/106
242087	10757725988365002679962878578479117953425/5618	33/106	25/106
242088	13092790476937739336452403193193809695125/5618	31/106	31/106
242089	34737276811304401809102036605865955970125/5618	47/106	45/106
242090	7454149359229980884959983789954281247125/5618	43/106	31/106
