n	radius_squared	x	y
178176	1307783081151493355730715889014203125/98	1/2	3/14
178177	5686434275826628926138853634163359515625/3698	41/86	15/86
178178	2635589591097814150691651868298883395625/3698	37/86	35/86
178179	6403150508562488831836575388053216390625/3698	19/86	11/86
178180	4091524216969227668209320013566467078125/3698	17/86	7/86
178181	58441733261467782482747501258673280870625/4802	39/98	25/98
178182	8961284257217441807997431364947856390625/3698	1/2	33/86
178183	9784406315594963584135159958850820328125/3698	13/86	9/86
178184	773830956150319668612518560719364473125/3698	41/86	3/86
178185	2756949794266818643385679150772254640625/3698	19/86	17/86
178186	432283340947627846167638063785641248125/3698	23/86	23/86
178187	14322312095433499843592438495569971600625/4802	41/98	17/98
178188	7614048458661482266679278572617789860625/3698	1/2	25/86
178189	11866146678568675468602330542402965578125/3698	37/86	1/86
178190	8966410418300045579054851006522954515625/3698	39/86	7/86
178191	4192188772689704536788497934675177453125/3698	33/86	25/86
178192	38126272238258554423439524398525390625/98	1/2	5/14
178193	9039128280423853882122035000885347515625/3698	41/86	35/86
178194	2756949794266818643385679150772254640625/3698	29/86	29/86
178195	30741850534556572249699305353285064390625/3698	9/86	7/86
178196	552558937839330886341400478947392578125/256	3/8	3/16
178197	608510962254374712932660247269175758125/3698	15/86	7/86
178198	30582777103739358333998481848459209248125/7396	1/2	15/43
178199	4512968771506830518153627654448849953125/3698	33/86	31/86
178200	7725344757095571899837705078125/2	1/2	1/2
178201	41133196405011683445900477815503476765625/3698	23/86	7/86
178202	1631952051802914369748782549841695902125/3698	25/86	25/86
178203	32222316537640255807274307164470416578125/5618	21/106	5/106
178204	862056679035827934492517909584702955625/3698	1/2	37/86
178205	46237880172817853378712123981962464890625/3698	39/86	29/86
178206	3173093159439168627292951475417123265625/3698	27/86	21/86
178207	32063767907640023530116211935195446708125/4802	29/98	27/98
178208	38126272238258554423439524398525390625/98	3/14	3/14
178209	6745485871219537507047797860204175453125/3698	35/86	13/86
178210	28343942857180243174540678355722849328125/3698	19/86	3/86
178211	3250379430327341397721451983402583343125/3698	25/86	19/86
178212	9970197287849486900023017146899288890625/3698	9/86	7/86
178213	17942999914498713778535481379207858953125/3698	15/86	13/86
178214	5686434275826628926138853634163359515625/3698	19/86	13/86
178215	1720699968793917283272403198672479925625/3698	15/86	3/86
178216	585111245174956776086751790015272738125/3698	39/86	39/86
178217	32106820543757324012512492389059815083125/3698	29/86	15/86
178218	3987098001361128678021700639169468080625/3698	21/86	21/86
178219	6005027160879847039183524068588767703125/3698	31/86	9/86
178220	47333509791264650035607608835997033400625/7396	1/2	17/43
178221	17243793590416441497838926912553066890625/3698	33/86	25/86
178222	41165052918182042878634634737199420060625/7396	27/86	7/43
178223	8685461580921395742194166615478125203125/3698	35/86	1/86
178224	15773234960834905043001050555986328125/98	5/14	5/14
178225	12377151977300911421074800596854766703125/3698	33/86	19/86
178226	11287201635140667282857048887115900265625/3698	9/86	9/86
178227	129155936949240512163195146653035206125625/7396	4/43	3/86
178228	5686434275826628926138853634163359515625/3698	1/2	33/86
178229	3827060630069760656356593201097550216125/3698	39/86	11/86
178230	28032477253774788923460092216695807953125/5618	39/106	39/106
178231	3188229117781826266671947647737696723125/3698	33/86	1/86
178232	1902802464266472958523181783147372460625/3698	1/2	11/86
178233	12805364324945828952173920754009682359125/3698	27/86	3/86
178234	16206892228317243601413857292799388265625/3698	19/86	1/86
178235	234556696425952041114740894008686232975625/7396	21/86	3/43
178236	1456122327257096601006719647381009508125/3698	19/86	19/86
178237	412335356640849475308897990155256838560625/15842	21/178	11/178
178238	14217602715266233794547138982024701765625/3698	9/86	9/86
178239	24388150965772103419973381378778625838125/4802	29/98	9/98
178240	7243499742329049745290586269619140625/64	1/2	1/8
178241	47333509791264650035607608835997033400625/7396	19/43	23/86
178242	6745485871219537507047797860204175453125/3698	37/86	5/86
178243	104812824753782346935763474502260378638125/7396	11/43	13/86
178244	7120412185754272095099215600136586075625/3698	1/86	1/86
178245	83087577273078291264221081604818826870625/7396	19/43	17/86
178246	246957126174821292832973669071826918125/3698	35/86	31/86
178247	85825476883893782582294887679693984618125/7396	33/86	1/43
178248	606264909840208740578980213113880185625/3698	1/2	3/86
178249	27344006423111959121845304452387158640625/3698	37/86	33/86
178250	16206892228317243601413857292799388265625/3698	3/86	3/86
178251	57015932527304948601285552674769052893125/3698	33/86	29/86
178252	17243793590416441497838926912553066890625/3698	13/86	13/86
178253	66546601638291575743539932141143743225625/7396	18/43	15/86
178254	4545241552710160466122335897219122515625/3698	37/86	11/86
178255	81711161025189595632355945774520163070625/7396	15/43	27/86
178256	70593651634875090792945624337222697245625/7396	37/86	10/43
178257	103981442152713818335594838284761311443625/7396	14/43	13/86
178258	986358924376224715186875274454367925625/3698	1/2	39/86
178259	91914496141350886954639609004544037833125/7396	14/43	25/86
178260	4902608153745195886072418471424599595625/3698	25/86	25/86
178261	23011996147389677378803101238947197703125/3698	17/86	15/86
178262	39829194982664337403247474304550807390625/5618	49/106	49/106
178263	622261102175529979116972766426545505625/3698	33/86	3/86
178264	656797609889976660228072218871522610625/3698	1/2	41/86
178265	37154204281403119316653983753462512640625/5618	37/106	19/106
178266	101887467380335046857171461189252328433125/7396	1/2	17/43
178267	25844504464002734525046519050785631703125/3698	15/86	7/86
178268	15066119679251996226986447257525602015625/3698	31/86	31/86
178269	108151757289349781810979729207239514548125/7396	16/43	7/86
178270	44311085926514335882392023782711164015625/5618	1/2	47/106
178271	12349961519545345797566115537286333578125/3698	17/86	11/86
178272	15003664480478914179578218290166015625/98	1/2	5/14
178273	101074046105715659052019139098251365063125/7396	31/86	13/43
178274	432283340947627846167638063785641248125/3698	5/86	1/86
178275	119405357687753834907184953288322719858125/7396	10/43	15/86
178276	4545241552710160466122335897219122515625/3698	33/86	33/86
178277	66082875172582752723108843229412940233125/7396	5/43	5/86
178278	24389267213573011301638563986367110890625/5618	11/106	7/106
178279	84110389678487516854889310904307990498125/3698	39/86	21/86
178280	3901280734713589339510765059708850713125/3698	29/86	11/86
178281	13059287783688488596425112812915564885625/3698	19/86	15/86
178282	50586058094356763510767242935671109543125/7396	11/86	0
178283	16827372976809674579870062847858147515625/3698	21/86	11/86
178284	54947479194685237172702666557605135288125/7396	1/2	8/43
178285	56259506884893828028505106065789118295625/3698	21/86	5/86
178286	17445409538048457095813973085373062980625/3698	19/86	11/86
178287	30582777103739358333998481848459209248125/7396	6/43	5/86
178288	372104120875529603586113758604376625625/3698	23/86	23/86
178289	82496500630951496458036141180409705933125/4802	47/98	41/98
178290	452981003850700664898753474804210708125/3698	1/2	29/86
178291	50860914960950683097515251702169245398125/7396	18/43	9/86
178292	2238229878402161360925705274228862198125/3698	1/2	29/86
178293	76624084852415146098824058099841864980625/7396	20/43	11/86
178294	109248517457668295084550007626297268984625/7396	23/86	7/43
178295	115045584500162240630075618918264025120625/7396	23/86	7/43
178296	15788872564803928004438270952413869525625/3698	1/2	37/86
178297	103860062426869413779069305481668894735625/7396	21/43	41/86
178298	53843562713845461501822981971033874670625/7396	16/43	27/86
178299	3987098001361128678021700639169468080625/3698	29/86	27/86
178300	5045971823732211988110776094855017445625/3698	15/86	15/86
178301	224117160748248225287727549388883388125/3698	41/86	31/86
178302	13761374031666313198262206185789747015625/2738	1/2	11/74
178303	21391442801699120516110558130386042390625/2738	13/74	9/74
178304	1507761309684832914613891701971204830625/3698	1/2	1/86
178305	21776302072674836030670715412969704890625/5618	49/106	35/106
178306	47988644874880769759283838716080037323125/7396	21/86	0
178307	8145432881589495488793493043531298765625/3698	5/86	3/86
178308	40565206095432928777078686439387893250625/7396	35/86	0
178309	63352255720692855248500301089783692393125/7396	19/43	23/86
178310	1631952051802914369748782549841695902125/3698	37/86	15/86
178311	1902802464266472958523181783147372460625/3698	29/86	21/86
178312	1336681091638193254387575016994501573125/3698	1/2	17/86
178313	44311085926514335882392023782711164015625/5618	33/106	31/106
178314	19386461227091959469084713823776796890625/2738	17/74	17/74
178315	59522396432792027727180383643549917538125/7396	14/43	13/86
178316	986358924376224715186875274454367925625/3698	31/86	1/86
178317	21661756373462177774086876483706897078125/3698	13/86	3/86
178318	14309557765462735084488993521715559703125/3698	29/86	29/86
178319	47333509791264650035607608835997033400625/7396	15/43	27/86
178320	9018848241389542453623027731025390625/64	1/2	1/8
178321	138918714170465269432854717283691428585625/7396	33/86	1/43
178322	40783915349429501377192967487928610808125/7396	12/43	9/86
178323	86188037035012631198707810506067594425625/7396	39/86	13/43
178324	20488214855444025873017859423808874895625/3698	39/86	39/86
178325	357965288062648846826496849381233010625/3698	33/86	1/86
178326	18317250479903381931936016935819282453125/5618	35/106	35/106
178327	16751928001759528458084730976319086140625/3698	19/86	1/86
178328	2665600900237349950131593364467093980625/3698	9/86	9/86
178329	12012707057367183365607061052362226265625/2738	23/74	13/74
178330	25887225365742967610520645719921534078125/5618	39/106	17/106
178331	39471888787871213351492850275000986330625/7396	9/43	9/86
178332	42295345509803539463898481816388539620625/7396	5/86	0
178333	67708857833290644721176539560141310208125/7396	39/86	8/43
178334	61452700774707290371829927501664463758125/7396	19/43	13/86
178335	1445541494721414040631905380793436808125/3698	33/86	7/86
178336	4038021203669660694947754757051898635625/3698	17/86	17/86
178337	27536454630055213832795411621933862758125/3698	29/86	11/86
178338	122309996244312122948822921275321218125/3698	15/86	15/86
178339	937213587404134305059310389316498810625/3698	39/86	3/86
178340	7321312856813671794377176048860197640625/1458	1/54	1/54
178341	60527335878257789811623795042280538470625/7396	9/86	2/43
178342	102640839720465716495770571031074443743125/7396	1/2	12/43
178343	5062810176048528824389358244584558265625/1458	23/54	1/54
178344	1266878992306715815316315649887448705625/3698	35/86	35/86
178345	44699239837642654002768234102000672180625/7396	39/86	12/43
178346	4385259371818985933393012903301866453125/1458	25/54	25/54
178347	7460440809274089929915869376538510578125/1458	23/54	5/54
178348	1417901381429963866669015277785659468125/3698	39/86	23/86
178349	46257886860284602466362681267837832118125/7396	27/86	4/43
178350	6534818027242525496920397098110930063125/3698	31/86	31/86
178351	46826722087444902644177507136585013650625/7396	18/43	9/86
178352	1297826928312727031210100567716242375625/3698	1/2	29/86
178353	47578588539037415827092116376099953850625/7396	20/43	21/86
178354	19923219938950536342065401038207866605625/7396	1/2	14/43
178355	14817230105779755357577581142407882203125/2738	5/74	3/74
178356	5281851741177010584877812836252652015625/2738	33/74	27/74
178357	20405574881496097207717914497517318078125/3698	11/86	1/86
178358	63896482954951743160151409561189441960625/7396	4/43	7/86
178359	372104120875529603586113758604376625625/3698	5/86	1/86
178360	828535500686755386559063186236450093125/3698	9/86	9/86
178361	10577194584153399870528536119466536515625/2738	35/74	11/74
178362	518381267775371151628412449933818758125/3698	1/2	17/86
178363	4231664424315304738763617428914963688125/3698	33/86	17/86
178364	3342014475970350525217833902615698350625/3698	11/86	11/86
178365	67370598909535918114000007296704688293125/7396	19/43	33/86
178366	3627653227888775478610343257875123713125/3698	1/2	19/86
178367	5558629998356591925570099971776808453125/2738	17/74	11/74
178368	3254794882191729174531170006017465635625/3698	1/2	5/86
178369	1273563199865673394639065816809694618125/3698	37/86	35/86
178370	2178078257606692149873435106605879435625/3698	1/2	29/86
178371	8789766079862144204760497538240150203125/1458	25/54	13/54
178372	561588790907157617076038638194184083125/3698	1/2	3/86
178373	42295345509803539463898481816388539620625/7396	41/86	4/43
178374	894247585134865208710279918085088430625/3698	1/2	23/86
178375	13294272092009319103324857324467114703125/2738	17/74	11/74
178376	3847331155077152930707326224346654025625/3698	11/86	5/86
178377	452981003850700664898753474804210708125/3698	25/86	1/86
178378	2984359016239791456738708890452118328125/2738	29/74	29/74
178379	2984359016239791456738708890452118328125/2738	27/74	19/74
178380	1162798175396973461346568591316345755625/3698	1/2	17/86
178381	1336681091638193254387575016994501573125/3698	37/86	9/86
178382	442853752718121064471046157121688733125/3698	41/86	29/86
178383	10577194584153399870528536119466536515625/2738	17/74	13/74
178384	2979324528152342550043030491940161235625/3698	1/2	7/86
178385	3169543902403821516214751900406299515625/1458	25/54	5/18
178386	272249705338476032060930781472401968125/3698	1/2	31/86
178387	2661991366240002072399680266731925515625/1458	25/54	11/54
178388	970133279807137329152335287422208385625/3698	1/2	15/86
178389	981992502260568017183709061227863265625/1458	13/54	5/54
178390	1282145866479983924841800600661534233125/3698	1/2	35/86
178391	1301402591064992286251775187242732083125/3698	15/86	7/86
