n	radius_squared	x	y
4820	2294873542271179800046845625/8978	41/134	23/134
4821	143775177356123334291765625/722	13/38	7/38
4822	2110051512021151896687368125/8978	21/134	1/134
4823	2110051512021151896687368125/8978	39/134	23/134
4824	38566704752388982755625/98	1/2	1/14
4825	2418088229104531735619830625/8978	43/134	17/134
4826	254381934824680624126140625/1444	15/38	3/19
4827	358009451579026074952515625/1444	7/38	3/19
4828	224158338607886886606203125/1444	9/38	0
4829	22245852508109922820578125/722	15/38	7/38
4830	38252111406675015545515625/722	1/2	1/38
4831	200353913268996243780765625/1444	9/19	11/38
4832	1978734476115289697618125/144	1/2	1/12
4833	200353913268996243780765625/1444	15/38	6/19
4834	3690819088443567783015625/722	1/2	3/38
4835	308409956380365004471515625/1444	6/19	3/38
4836	3701547239123029511515625/722	1/2	11/38
4837	2065504260505115915265625/722	15/38	7/38
4838	1983702111574220235453125/722	1/2	3/38
4839	1983702111574220235453125/722	13/38	7/38
4840	2065504260505115915265625/722	17/38	17/38
4841	216223530161590005664390625/1444	8/19	15/38
4842	3690819088443567783015625/722	13/38	7/38
4843	200353913268996243780765625/1444	7/38	2/19
4844	6128791330351245584640625/722	1/2	1/38
4845	38252111406675015545515625/722	17/38	15/38
4846	200353913268996243780765625/1444	4/19	1/38
4847	308409956380365004471515625/1444	15/38	1/19
4848	34323537044639895918125/98	1/2	3/14
4849	4763134127276974411884390625/3362	23/82	19/82
4850	22245852508109922820578125/722	17/38	17/38
4851	254381934824680624126140625/1444	13/38	2/19
4852	398475445893668344459448125/1922	25/62	15/62
4853	166147225941184833482301125/1444	4/19	5/38
4854	1604140140534864281123125/196	1/14	0
4855	321738486024573725140938125/1922	25/62	17/62
4856	57864640591865234213125/98	5/14	5/14
4857	170008588101591182397520625/1922	21/62	9/62
4858	1408256163229780154363125/256	7/16	1/8
4859	120371044130323683887295625/1922	13/62	5/62
4860	59078807710755625/2	1/2	1/2
4861	120371044130323683887295625/1922	21/62	1/62
4862	1408256163229780154363125/256	7/16	3/8
4863	195671484734170264150833125/1922	17/62	13/62
4864	57864640591865234213125/98	1/2	1/14
4865	2709994768907637043123890625/3698	39/86	29/86
4866	1604140140534864281123125/196	1/2	3/7
4867	580598995686636357562308125/1922	7/62	3/62
4868	182910128910886005347688125/484	3/22	1/11
4869	647298345452583566224127125/3362	27/82	5/82
4870	191430828976482370408537625/1444	6/19	3/38
4871	571316804442315500086578125/1444	13/38	2/19
4872	34323537044639895918125/98	1/14	1/14
4873	5355770352690519804304690025/8978	19/134	17/134
4874	2641425232250108524907852425/6962	19/118	15/118
4875	5924524726427566155204303125/8978	37/134	21/134
4876	499727738199144825737797625/3362	1/2	15/82
4877	166147225941184833482301125/1444	3/38	1/19
4878	2554434584087696778495625/144	5/12	0
4879	3948414639574762775436304325/8978	23/134	19/134
4880	135014722548023985471025/36	1/6	0
4881	1779674153512724280535953125/3698	25/86	13/86
4882	422211484278670925127069625/1444	13/38	4/19
4883	1260061261976162446802828125/3698	37/86	23/86
4884	1167579701464150524101703125/3698	39/86	1/86
4885	3232267457787954219752847625/6962	53/118	23/118
4886	1167579701464150524101703125/3698	11/86	5/86
4887	120500513351179133352298625/722	17/38	7/38
4888	107334048616871618090336125/1444	8/19	7/38
4889	694311990241289713635701125/3362	31/82	23/82
4890	77253168749722884358012625/1444	7/38	1/19
4891	499727738199144825737797625/3362	35/82	5/82
4892	3861342416778115875377525/722	7/38	7/38
4893	1779674153512724280535953125/3698	9/86	5/86
4894	968083366207846218512190125/3362	1/2	19/82
4895	1139701242341417383843489625/6962	49/118	1/118
4896	327859819488525390625/2	1/2	1/2
4897	89936621823852375924379625/1444	1/19	1/38
4898	111760194951587973475504625/1444	5/38	2/19
4899	1323277281376276559764588625/6962	53/118	41/118
4900	4455206279057725140625/2	1/2	1/2
4901	1385549153441042515518216325/6962	19/118	3/118
4902	20677602882746715190631125/722	1/2	1/38
4903	52366241904174572618518625/1444	7/38	2/19
4904	1963442503033246585791025/722	1/2	9/38
4905	50331503956467843407221625/1444	7/19	3/38
4906	61307484665532854668947625/1444	3/38	0
4907	94173352733653560264672125/1444	7/38	1/19
4908	1301336394604779383414525/722	1/2	9/38
4909	680761144754269444040742125/6962	35/118	21/118
4910	40044773220839379061220125/1444	11/38	3/19
4911	9206815882098902384149625/722	17/38	15/38
4912	661263019156274756872625/722	1/2	11/38
4913	500513997924915147467125/722	13/38	1/38
4914	354378524078224593462125/722	1/2	3/38
4915	354378524078224593462125/722	17/38	9/38
4916	354378524078224593462125/722	13/38	7/38
4917	8193221473060491112500125/722	9/38	5/38
4918	500513997924915147467125/722	3/38	3/38
4919	897640801490142895239562625/6962	47/118	31/118
4920	1170860208230835119967125/722	1/2	7/38
4921	1301336394604779383414525/722	17/38	1/38
4922	86588921641010320511812625/1444	9/19	13/38
4923	40044773220839379061220125/1444	9/19	17/38
4924	1393738978837071410639225/722	15/38	15/38
4925	50331503956467843407221625/1444	8/19	5/38
4926	20677602882746715190631125/722	17/38	15/38
4927	80171326101081425336316125/1444	5/38	2/19
4928	35252722087197265625/2	1/2	1/2
4929	133609199639119377554168125/1682	25/58	5/58
4930	69049292422318684249197125/1444	1/2	5/19
4931	694311990241289713635701125/3362	37/82	11/82
4932	29129761725329314100670125/722	13/38	13/38
4933	85215731393425320109020625/1682	23/58	9/58
4934	3690675348633226775913325/722	5/38	5/38
4935	59490227576542204604410625/1682	3/58	1/58
4936	38431739938828149877185625/1682	23/58	1/58
4937	38431739938828149877185625/1682	17/58	3/58
4938	38431739938828149877185625/1682	19/58	13/58
4939	55050870723186268742995625/1682	9/58	1/58
4940	59490227576542204604410625/1682	25/58	9/58
4941	1688223525738342142423030625/4802	19/98	15/98
4942	85215731393425320109020625/1682	1/2	1/58
4943	107334048616871618090336125/1444	6/19	3/38
4944	4409698736320570200874925/722	1/2	9/38
4945	3178630123881642544095645625/4802	33/98	25/98
4946	133609199639119377554168125/1682	21/58	21/58
4947	422211484278670925127069625/1444	11/38	3/19
4948	291878800622549654404320625/1682	1/2	23/58
4949	191386150834414243523538125/1682	25/58	7/58
4950	26820605735062978515625/4	1/2	0
4951	3502566951793147516742335625/4802	45/98	1/98
4952	166147225941184833482301125/1444	17/38	8/19
4953	118272550386743884902090125/1444	7/38	2/19
4954	951036402490564312568511125/3698	23/86	7/86
4955	36779488819138018559963825/722	17/38	15/38
4956	422211484278670925127069625/1444	9/38	0
4957	2312608181721055537354953125/5618	27/106	17/106
4958	2018008413348946551704640625/5618	51/106	45/106
4959	647298345452583566224127125/3362	23/82	15/82
4960	188946967105532717453125/36	1/2	1/3
4961	1605568737627993971794203125/5618	41/106	5/106
4962	509671442218700211707986625/3698	31/86	23/86
4963	1605568737627993971794203125/5618	3/106	1/106
4964	1605568737627993971794203125/5618	1/2	13/106
4965	2368611306005654473240953125/5618	45/106	3/106
4966	2018008413348946551704640625/5618	37/106	17/106
4967	2832295413568483747996515625/5618	15/106	13/106
4968	166587057232062108143125/98	1/14	1/14
4969	3559857538154883242894703125/5618	23/106	3/106
4970	191430828976482370408537625/1444	1/2	9/19
4971	3945037486465330034311390625/5618	49/106	3/106
4972	647298345452583566224127125/3362	1/2	37/82
4973	8750517035239122601471203125/5618	33/106	1/106
4974	327877806777635168041443625/3698	1/2	31/86
4975	7668443653466315684672703125/5618	45/106	39/106
4976	23034904762159105049665925/722	5/38	5/38
4977	673361540449523637366026125/3698	41/86	7/86
4978	166147225941184833482301125/1444	7/19	11/38
4979	10491685692181348760221390625/5618	47/106	37/106
4980	474443832849228152977841125/1444	15/38	0
4981	11192178214098372928347828125/5618	31/106	27/106
4982	2830619705309558556837990625/3698	1/2	21/86
4983	327877806777635168041443625/3698	7/86	3/86
4984	405076761039426599567901925/3698	39/86	39/86
4985	819858967664279579800440625/3698	37/86	23/86
4986	623940509957815480495125125/3698	1/2	33/86
4987	289654898322242585805427625/1444	7/19	13/38
4988	790764122228414228805834625/3698	29/86	13/86
4989	2166097239719909726786486125/3362	37/82	3/82
4990	183079427310987109505975125/1444	1/2	8/19
4991	405076761039426599567901925/3698	17/86	1/86
4992	1635441923095703125/2	1/2	1/2
4993	623940509957815480495125125/3698	19/86	13/86
4994	1275628741221298067374174625/3698	41/86	25/86
4995	426825848880469638470876525/3698	41/86	31/86
4996	375743180029844681624136125/3698	7/86	5/86
4997	3515201326700629262794259825/3698	17/86	1/86
4998	629673777061286892397629725/3698	1/2	21/86
4999	439371932947155354920678125/3698	25/86	23/86
5000	39016007650919723125/2	1/2	1/2
5001	282653281704857903484003125/3698	37/86	33/86
5002	629673777061286892397629725/3698	15/86	1/86
5003	2480488573188443036047163725/3698	11/86	3/86
5004	482173245261228188296240625/3698	1/2	19/86
5005	327877806777635168041443625/3698	25/86	11/86
5006	296331321834211405053028925/3698	1/2	21/86
5007	1135192549527210206745825125/3698	31/86	21/86
5008	780063566087766233904509125/3698	3/86	3/86
5009	296331321834211405053028925/3698	15/86	1/86
5010	317492596490361388850517725/3698	25/86	25/86
5011	282653281704857903484003125/3698	7/86	1/86
5012	411716969274081332684296825/3698	31/86	27/86
5013	317492596490361388850517725/3698	31/86	17/86
5014	334539178852259986909605925/3698	11/86	9/86
5015	411716969274081332684296825/3698	17/86	5/86
5016	186116349666763572774441425/3698	1/2	29/86
5017	186116349666763572774441425/3698	33/86	15/86
5018	174708612370564724576827625/3698	1/2	29/86
5019	196109173809945509567700025/3698	39/86	3/86
5020	196109173809945509567700025/3698	31/86	15/86
5021	174708612370564724576827625/3698	25/86	1/86
5022	3313501685820213464890625/98	5/14	5/14
5023	398435924774865217889553125/3698	25/86	9/86
5024	151858646392211977765625/98	1/2	3/14
5025	181119937595172604377812125/3698	15/86	11/86
5026	168505233850066694069490625/3698	7/86	3/86
5027	150610872733245452221403125/3698	37/86	1/86
5028	136152228950853888808148425/3698	35/86	27/86
5029	150610872733245452221403125/3698	39/86	35/86
5030	168505233850066694069490625/3698	1/2	31/86
5031	136152228950853888808148425/3698	23/86	7/86
5032	4886268016742897977765625/256	1/2	5/16
5033	174708612370564724576827625/3698	37/86	17/86
5034	174708612370564724576827625/3698	31/86	3/86
5035	232259684680868398555076725/3698	25/86	19/86
5036	5545090670685760626453125/256	3/8	1/16
5037	1186406321853402387194029625/5618	33/106	15/106
5038	186116349666763572774441425/3698	37/86	17/86
5039	383567167855310468604979625/3698	21/86	9/86
5040	164540515872078125/2	1/2	1/2
5041	296331321834211405053028925/3698	27/86	23/86
5042	383567167855310468604979625/3698	1/2	7/86
5043	317492596490361388850517725/3698	35/86	5/86
5044	5545090670685760626453125/256	1/8	1/16
5045	683676802189070836842731425/3698	35/86	33/86
5046	375743180029844681624136125/3698	39/86	31/86
5047	296331321834211405053028925/3698	39/86	9/86
5048	4886268016742897977765625/256	5/16	0
5049	8105279745149452485075625/98	1/14	1/14
5050	282653281704857903484003125/3698	27/86	3/86
5051	580484086594416928763815625/3698	23/86	7/86
5052	6100896618298767037390625/144	1/3	1/12
5053	6291437994558480425902703125/8978	27/134	15/134
5054	833082395345235836847194525/3698	21/86	21/86
5055	405076761039426599567901925/3698	13/86	11/86
5056	151858646392211977765625/98	1/14	1/14
5057	1938237727833035252719610125/5618	39/106	37/106
5058	10736826604379178603405625/98	1/2	5/14
5059	439371932947155354920678125/3698	11/86	1/86
5060	426825848880469638470876525/3698	17/86	17/86
5061	41794411230633048047880625/98	1/14	1/14
5062	327877806777635168041443625/3698	33/86	1/86
5063	328196619190232958876953125/722	15/38	1/38
5064	9483571971018875493765625/144	1/12	0
5065	375743180029844681624136125/3698	35/86	15/86
5066	31522595341780673219025625/484	5/22	1/11
5067	10736826604379178603405625/98	3/14	3/14
5068	42752200680478884384765625/722	1/38	1/38
5069	42752200680478884384765625/722	15/38	9/38
5070	44515178028127498173828125/722	1/2	5/38
5071	79543514837145857392578125/722	17/38	13/38
5072	132086020050673396220703125/722	13/38	13/38
5073	1312426589911267045179401125/3698	31/86	15/86
5074	375743180029844681624136125/3698	1/2	17/86
5075	38394906474427683225150625/36	1/6	0
5076	452220210592171700453125/98	1/14	1/14
5077	327877806777635168041443625/3698	41/86	21/86
5078	199731368389558601248518125/1458	1/2	7/54
5079	75023632016948985455093125/1058	9/46	7/46
5080	96128699641537501459958125/882	11/42	5/42
5081	5802306532660974395084871625/5618	17/106	13/106
5082	11565028220449232618497525/36	1/6	0
5083	9281428328606075083757453125/8978	55/134	1/134
5084	12626117263090867479880625/484	9/22	3/11
5085	15376659224600011496250625/64	1/8	0
5086	1835388885172909387461018125/2116	3/23	5/46
5087	2243181594916489849269465025/2116	11/23	5/46
5088	104265342477956463968125/162	1/18	1/18
5089	8981723692762602321297558125/2916	5/27	1/54
5090	1416381171290377306183710125/3698	25/86	1/86
5091	2479207593563451854156529125/4418	43/94	33/94
5092	26954813836856326035265625/256	5/16	0
5093	22318917869727921914200625/484	5/11	7/22
5094	291277722626531226828125/98	3/14	3/14
5095	171450820652983932045188125/1458	25/54	13/54
5096	9575511749860859229708125/484	3/22	0
5097	1024599394576272539009643125/1936	5/22	7/44
5098	100383122972990592337338125/1458	1/2	13/54
5099	303644481748746627926913125/1458	7/18	1/54
5100	376529739005028171265625/64	3/8	0
5101	1352851894976945402950405625/2116	9/23	17/46
5102	9087587584262853663863125/484	5/22	1/11
5103	4148809271487813765625/18	1/6	1/6
5104	5843266421827696585953125/98	1/14	1/14
5105	648504168741697583425345625/2178	25/66	7/22
5106	376529739005028171265625/64	1/2	3/8
5107	8314213981015257964104145625/10082	57/142	49/142
5108	9575511749860859229708125/484	9/22	2/11
5109	75946320992993178490413625/1058	15/46	5/46
5110	183166368308138089637335625/1458	1/2	1/54
5111	12006228852201288417220625/484	5/22	1/11
5112	76277663968848624563125/242	3/22	3/22
5113	75546061618848590109543125/1458	7/18	1/54
5114	11039284246654875927243125/484	5/11	5/22
5115	7076519176239807110610625/1058	17/46	7/46
5116	42358196399007590986275625/1458	23/54	1/54
5117	17807896485479763357085625/484	4/11	7/22
5118	82319459134698020568125/242	9/22	3/22
5119	30122174546649090444280625/1458	5/54	1/18
5120	1434116506298125/2	1/2	1/2
5121	127426012085217483893125/242	5/22	1/22
5122	31227575447443552478933125/1458	23/54	17/54
5123	37859980852210324686848125/1458	25/54	19/54
5124	76277663968848624563125/242	9/22	5/22
5125	115878211155677664765443125/1458	7/54	5/54
5126	11039284246654875927243125/484	3/11	1/22
5127	45461737816135317448227625/1058	13/46	11/46
5128	70350788832211150728668125/1922	23/62	5/62
5129	12006228852201288417220625/484	9/22	3/11
5130	452220210592171700453125/98	1/2	3/14
5131	58605175839722831364573125/1458	23/54	1/18
5132	9575511749860859229708125/484	7/22	1/11
5133	9598842843018352219343125/1058	13/46	7/46
5134	89722968320991591381160625/1458	1/2	1/54
5135	283877588294284871091213125/1458	13/54	1/18
5136	51268593815127764050625/162	1/2	5/18
5137	11742755828856601454456370625/10082	69/142	53/142
5138	9087587584262853663863125/484	9/22	3/11
5139	1352851894976945402950405625/2116	3/23	5/46
5140	470866763668267801323360625/1936	17/44	4/11
5141	100383122972990592337338125/1458	5/54	1/18
5142	253771853074147937882601625/1058	1/2	21/46
5143	1024599394576272539009643125/1936	15/44	5/22
5144	9575511749860859229708125/484	1/2	4/11
5145	2479207593563451854156529125/4418	35/94	31/94
5146	275561755113024396442343125/1458	7/54	5/54
5147	22318917869727921914200625/484	2/11	1/22
5148	19592158679585403844960625/1058	1/2	17/46
5149	33400028455716846338758500625/10082	69/142	35/142
5150	439051925201664002008841125/1024	3/16	1/32
5151	5041983982415559388790244625/4418	37/94	15/94
5152	1371766456932942845993725/144	1/2	1/12
5153	1105724244858643380941400625/1458	25/54	19/54
5154	275561755113024396442343125/1458	19/54	19/54
5155	18727183584997306906702743125/10082	19/142	1/142
5156	12626117263090867479880625/484	5/22	1/11
5157	5875382379266810558480541625/4418	39/94	11/94
5158	1713705644166970643540950625/2116	17/46	2/23
5159	199731368389558601248518125/1458	5/18	11/54
5160	815859547772497840503125/144	5/12	1/6
5161	1701398994663351647346288125/1936	19/44	9/22
5162	492640949271424693870105625/1936	2/11	5/44
5163	941383200092920454623073125/1936	9/22	3/44
5164	186330311180816687085092125/1024	5/32	1/16
5165	11366555148472078657319303125/4096	25/64	11/32
5166	18333595822591823727365425/36	1/2	1/3
5167	11366555148472078657319303125/4096	15/32	9/64
5168	509282126355716580707425/256	1/16	0
5169	568466202339512942015013125/1458	19/54	5/18
5170	225983083911964092851757425/1922	7/62	5/62
5171	13104117718939148006208878125/4096	13/32	3/64
5172	109771352366937116467183325/1058	9/46	7/46
5173	7759269455896233866637840625/3362	39/82	31/82
5174	31522595341780673219025625/484	9/22	3/11
5175	886106377798572097460449325/1458	25/54	1/18
5176	715283885331062613353125/256	1/8	1/16
5177	3842281345748046969540766825/2116	10/23	15/46
5178	58022493282701312198909725/882	13/42	5/42
5179	3958853277088509669753386425/4418	15/94	1/94
5180	51213223733807426065450325/1922	1/2	29/62
5181	1492755011328448283230953125/3698	27/86	17/86
5182	62090368597624932486430925/1922	11/62	7/62
5183	3958853277088509669753386425/4418	39/94	31/94
5184	5036302843213525/2	1/2	1/2
5185	3958853277088509669753386425/4418	37/94	19/94
5186	62090368597624932486430925/1922	13/62	1/62
5187	780826412119533828455247425/1458	13/54	1/18
5188	51213223733807426065450325/1922	23/62	23/62
5189	3958853277088509669753386425/4418	45/94	9/94
5190	58022493282701312198909725/882	19/42	1/42
5191	6766082965541515931708197025/3362	3/82	1/82
5192	715283885331062613353125/256	3/8	1/16
5193	886106377798572097460449325/1458	25/54	7/18
5194	1080733135930339042732953125/3698	29/86	25/86
5195	1718076522472365005228078125/3698	29/86	21/86
5196	109771352366937116467183325/1058	17/46	5/46
5197	526347142722747660561203125/3698	13/86	3/86
5198	158981770735259848420403125/1024	5/16	9/32
5199	6221747872545859281942726425/4418	31/94	25/94
5200	624897617312744140625/2	1/2	1/2
5201	901564907832033121555328125/3698	39/86	37/86
5202	526347142722747660561203125/3698	21/86	9/86
5203	11366555148472078657319303125/4096	25/64	5/32
5204	534975271925781357438015625/3698	39/86	39/86
5205	385045896354224798665578125/3698	37/86	1/86
5206	568038005512668267338328125/3698	1/2	11/86
5207	466825555756892012541453125/3698	35/86	5/86
5208	815859547772497840503125/144	1/6	1/12
5209	598536690372408845450453125/3698	21/86	9/86
5210	522289978223057400170140625/3698	23/86	1/86
5211	522289978223057400170140625/3698	39/86	27/86
5212	385045896354224798665578125/3698	39/86	35/86
5213	466825555756892012541453125/3698	37/86	15/86
5214	466825555756892012541453125/3698	21/86	11/86
5215	534975271925781357438015625/3698	13/86	11/86
5216	1371766456932942845993725/144	1/2	5/12
5217	1468324655759161370289640625/3698	21/86	19/86
5218	568038005512668267338328125/3698	35/86	33/86
5219	958718061569964610854265625/3698	35/86	29/86
5220	385045896354224798665578125/3698	29/86	23/86
5221	534975271925781357438015625/3698	25/86	3/86
5222	385045896354224798665578125/3698	13/86	13/86
5223	818183182252191908001078125/3698	29/86	23/86
5224	818183182252191908001078125/3698	13/86	13/86
5225	1032192637528634640612003125/1682	19/58	17/58
5226	554607391996452232940328125/3698	41/86	23/86
5227	526347142722747660561203125/3698	29/86	5/86
5228	55607274928759165116708125/484	4/11	1/22
5229	1003994688408658163959015625/3698	25/86	13/86
5230	526347142722747660561203125/3698	1/2	7/86
5231	2022312019905851948868758125/3698	39/86	31/86
5232	1024719592002257287671925/144	1/2	1/12
5233	2064422018074760165421705625/3698	21/86	9/86
5234	1326445537240635968442203125/3698	1/2	1/86
5235	1354392453698414607957975625/3698	19/86	1/86
5236	1080733135930339042732953125/3698	1/2	41/86
5237	1461671063892348438291280625/3698	15/86	3/86
5238	1354392453698414607957975625/3698	37/86	5/86
5239	1354696744384776765706703125/3698	33/86	29/86
5240	2587799024176884401597715625/4802	29/98	29/98
5241	1492755011328448283230953125/3698	39/86	23/86
5242	2499544008667980465480355625/3698	9/86	9/86
5243	3143593931932858970023713125/3698	21/86	1/86
5244	3306103606529840659972593125/3698	1/2	31/86
5245	362974378773110543320207625/1682	17/58	13/58
5246	317980547870626706972821525/722	1/2	13/38
5247	3344187701499640546930705625/3698	39/86	1/86
5248	29348076201696786765725/98	5/14	5/14
5249	160478179659107822683557425/722	15/38	3/38
5250	36089807077100743890625/4	1/2	0
5251	317980547870626706972821525/722	7/38	5/38
5252	1935557364510189222983783525/4802	37/98	15/98
5253	4615726785020901258207429125/4802	15/98	9/98
5254	2743136106208927891039800625/3698	31/86	23/86
5255	257707623964299938766741625/1682	3/58	1/58
5256	2927496024360139310040625/144	5/12	0
5257	8259442342834686474743046125/4802	43/98	41/98
5258	101690035402129165026876425/1682	7/58	7/58
5259	1641835702054414541510025125/4802	31/98	27/98
5260	1001119330520984476530503125/4802	1/2	11/98
5261	53018729483712775990592125/1682	9/58	5/58
5262	59525252088205762283790625/1682	1/2	21/58
5263	3216009545908100477020057625/3364	9/29	3/58
5264	47754989000999884128643625/1682	1/2	1/58
5265	30953131085866996387571125/1682	27/58	7/58
5266	23474522232905842897956625/1682	7/58	7/58
5267	23474522232905842897956625/1682	21/58	11/58
5268	30953131085866996387571125/1682	1/2	13/58
5269	188285277765675941083897625/1682	19/58	13/58
5270	53018729483712775990592125/1682	21/58	19/58
5271	1641835702054414541510025125/4802	41/98	3/98
5272	53018729483712775990592125/1682	13/58	13/58
5273	387228212763371275059336625/1682	15/58	13/58
5274	101690035402129165026876425/1682	27/58	23/58
5275	4225708282336771852738917125/4802	47/98	45/98
5276	1097226786250998986277431425/4802	25/98	19/98
5277	2527320125634323507717679125/4802	27/98	1/14
5278	257707623964299938766741625/1682	11/58	11/58
5279	7197123322050235253850964625/4802	27/98	5/98
5280	3546131807587890625/2	1/2	1/2
5281	101959095160986107674215625/1682	19/58	17/58
5282	4821986570094238924560969125/4802	45/98	25/98
5283	815370023362457183311166125/1682	25/58	17/58
5284	2814467551842012962321603125/4802	19/98	19/98
5285	8897784816733460010790168625/4802	25/98	3/98
5286	4243990399650090418620253625/4802	31/98	29/98
5287	4656353712383831404610399125/4802	15/98	11/98
5288	7753199474311610782328125/98	1/14	1/14
5289	5525926215363470884350891625/4802	39/98	27/98
5290	362974378773110543320207625/1682	1/2	9/58
5291	1606924201899468039406203125/1058	21/46	3/46
5292	25094435262148890625/2	1/2	1/2
5293	6089077931578856452182829625/4802	47/98	41/98
5294	269074152247830820101453125/256	1/8	1/16
5295	1032192637528634640612003125/1682	25/58	5/58
5296	7753199474311610782328125/98	1/2	3/14
5297	458845281692534037316393625/1682	27/58	9/58
5298	4243990399650090418620253625/4802	45/98	13/98
5299	7393104139412519939860294625/4802	45/98	19/98
5300	222110846760360452986320125/324	4/9	7/18
5301	9344871731372615192767488125/5618	37/106	31/106
5302	5455676559934301355315123125/5618	35/106	5/106
5303	6379665338907155246026668125/3698	27/86	13/86
5304	6586364831577264628578125/98	1/14	1/14
5305	5214541684357094665577438125/5618	19/106	7/106
5306	4550268858324343752765025625/5618	33/106	33/106
5307	4129434744259664561757855625/5618	43/106	9/106
5308	2340889759484777999977383125/5618	1/2	9/106
5309	2682625490796424423331745625/5618	45/106	35/106
5310	2682625490796424423331745625/5618	1/2	21/106
5311	2545931198271765853990000625/5618	31/106	5/106
5312	1739054838910931599890625/144	5/12	0
5313	2866932402065626988736345625/5618	45/106	3/106
5314	1862459735648473007281275625/5618	37/106	13/106
5315	1862459735648473007281275625/5618	45/106	19/106
5316	2258026405166732761040130625/5618	23/106	15/106
5317	1862459735648473007281275625/5618	49/106	41/106
5318	1862459735648473007281275625/5618	39/106	21/106
5319	1862459735648473007281275625/5618	33/106	5/106
5320	21063852055678697040595625/162	1/2	5/18
5321	2545931198271765853990000625/5618	51/106	9/106
5322	2340889759484777999977383125/5618	39/106	37/106
5323	6130605618895245852879880625/5618	49/106	3/106
5324	2340889759484777999977383125/5618	45/106	21/106
5325	3595799733641566206150825625/5618	17/106	15/106
5326	2682625490796424423331745625/5618	51/106	15/106
5327	548886244916956708251953125/722	15/38	11/38
5328	531192691928650873135625/98	3/14	3/14
5329	7705440089804116347197648125/5618	13/106	1/106
5330	19326627143870144707350625/162	5/18	1/18
5331	364789766187177839422045625/1058	15/46	11/46
5332	1377689226184095137145625/242	9/22	3/22
5333	3271122431718939565470625/242	9/22	7/22
5334	1830628149861057921960625/242	5/22	3/22
5335	133635854939857228303125625/1058	17/46	3/46
5336	1377689226184095137145625/242	1/22	1/22
5337	393684005093092915811910625/1058	21/46	7/46
5338	364789766187177839422045625/1058	1/2	1/46
5339	15067284201999252102698235625/5618	39/106	29/106
5340	4920231801123838291015625/98	1/2	5/14
5341	1789385249062893408020453125/1458	13/54	11/54
5342	3119547735091946914867515625/1458	23/54	23/54
5343	281625726919744431376953125/196	3/7	3/14
5344	888495691930303689578125/144	1/2	1/12
5345	301424692472127601533203125/256	7/16	1/8
5346	923106370480556640625/4	1/2	0
5347	301424692472127601533203125/256	7/16	3/8
5348	17059151117884797822265625/98	1/14	1/14
5349	240497780010591907340265625/484	2/11	1/22
5350	639092431877726506933703125/1922	25/62	17/62
5351	3329397929336252397056265625/1444	15/38	1/19
5352	4920231801123838291015625/98	3/14	3/14
5353	2231343214308200838680407625/2116	13/46	2/23
5354	639092431877726506933703125/1922	13/62	1/62
5355	3889061576742022978593765625/2116	21/46	10/23
5356	327947068739250700475328125/1024	11/32	1/16
5357	1105543752605736691579515625/1458	17/54	5/54
5358	48149949718956176718453125/484	3/22	1/11
5359	4309614785626997180502390625/2116	13/46	6/23
5360	116557743744734127720625/36	1/6	0
5361	538033913017153761383703125/1458	7/18	13/54
5362	747533843749496818913640625/1458	17/54	17/54
5363	1582733098726437190457166125/2116	6/23	9/46
5364	672583037673705815515625/162	1/2	5/18
5365	854844860752082981664203125/1458	11/54	5/54
5366	350263688340026274189390625/1458	11/54	11/54
5367	92835523846710340807515625/1058	21/46	7/46
5368	37335710951292341033265625/484	2/11	3/22
5369	324556261672868382505765625/1458	7/18	5/54
5370	19663381408363026577953125/1058	1/2	3/46
5371	1167579701464150524101703125/1444	9/19	9/38
5372	66593105784351883245640625/1058	13/46	13/46
5373	755789186664267359703125/162	1/6	1/18
5374	66593105784351883245640625/1058	1/2	19/46
5375	216223530161590005664390625/1458	7/54	1/18
5376	6384765267765625/2	1/2	1/2
5377	66593105784351883245640625/1058	21/46	9/46
5378	66593105784351883245640625/1058	17/46	7/46
5379	19663381408363026577953125/1058	13/46	1/46
5380	144833777527735933443015625/1922	27/62	19/62
5381	274530998969209782472765625/1458	7/18	13/54
5382	672583037673705815515625/162	5/18	1/6
5383	421702256148579975138578125/1458	17/54	7/54
5384	37335710951292341033265625/484	4/11	7/22
5385	92835523846710340807515625/1058	11/46	1/46
5386	350263688340026274189390625/1458	5/54	1/54
5387	2600378450720997612905890625/2116	7/23	5/46
5388	7077040077226569763373125/144	1/2	1/12
5389	25720224682207195547092050625/8978	25/134	9/134
5390	1143988145406742561963051625/2116	1/2	6/23
5391	109762912229302741298703125/1058	17/46	11/46
5392	200023371053246290005625/98	1/2	3/14
5393	1013406235305791179873250425/1458	23/54	1/54
5394	16191664758402421029243125/256	7/16	1/8
5395	11529755892023915245248160625/8978	41/134	15/134
5396	5668070899421761654208125/256	3/8	5/16
5397	1118138435743234487223955625/1922	9/62	5/62
5398	9604400882212432515188125/256	5/16	1/8
5399	549802877243910880458188125/1922	11/62	1/62
5400	243519963490675625/2	1/2	1/2
5401	549802877243910880458188125/1922	17/62	9/62
5402	9604400882212432515188125/256	3/8	5/16
5403	240497780010591907340265625/484	5/11	7/22
5404	5668070899421761654208125/256	5/16	1/8
5405	883182557852873791360076125/2116	10/23	11/46
5406	16191664758402421029243125/256	7/16	3/8
5407	7123479754944711966809373125/8978	49/134	17/134
